"Date Time","p (mbar)","T (degC)","Tpot (K)","Tdew (degC)","rh (%)","VPmax (mbar)","VPact (mbar)","VPdef (mbar)","sh (g/kg)","H2OC (mmol/mol)","rho (g/m**3)","wv (m/s)","max. wv (m/s)","wd (deg)","rain (mm)","raining (s)","SWDR (W/m²)","PAR (µmol/m²/s)","max. PAR (µmol/m²/s)","Tlog (degC)","CO2 (ppm)"
05.03.2024 07:10:00,  986.37,    5.55,  279.79,    5.55,  100.00,    9.07,    9.07,    0.00,    5.74,    9.19, 1228.64,    1.73,    1.99,  234.20,    0.00,    0.00,    3.17,    7.73,   10.80,   16.76,  452.90
05.03.2024 07:20:00,  986.42,    5.57,  279.81,    5.57,  100.00,    9.08,    9.08,    0.00,    5.75,    9.21, 1228.58,    1.12,    1.77,  236.90,    0.00,    0.00,    4.83,   11.41,   12.18,   16.77,  453.40
05.03.2024 07:30:00,  986.49,    5.66,  279.90,    5.66,  100.00,    9.14,    9.14,    0.00,    5.78,    9.27, 1228.25,    0.39,    0.72,  267.40,    0.00,    0.00,    6.35,   14.52,   17.47,   16.78,  453.90
05.03.2024 07:40:00,  986.61,    5.85,  280.07,    5.85,  100.00,    9.26,    9.26,    0.00,    5.86,    9.38, 1227.53,    0.31,    0.82,  309.30,    0.00,    0.00,    8.57,   18.97,   22.31,   16.81,  455.20
05.03.2024 07:50:00,  986.69,    5.80,  280.02,    5.80,  100.00,    9.23,    9.23,    0.00,    5.84,    9.36, 1227.84,    0.92,    1.25,    1.17,    0.00,    0.00,   10.71,   23.59,   24.95,   16.85,  455.80
05.03.2024 08:00:00,  986.79,    5.77,  279.98,    5.77,  100.00,    9.21,    9.21,    0.00,    5.83,    9.33, 1228.12,    0.66,    0.91,  355.10,    0.00,    0.00,   14.41,   31.49,   36.66,   16.89,  456.00
05.03.2024 08:10:00,  986.87,    5.79,  279.99,    5.79,  100.00,    9.22,    9.22,    0.00,    5.83,    9.34, 1228.13,    0.67,    0.98,  357.10,    0.00,    0.00,   15.70,   34.91,   36.76,   16.89,  455.90
05.03.2024 08:20:00,  986.93,    5.77,  279.97,    5.77,  100.00,    9.21,    9.21,    0.00,    5.82,    9.33, 1228.29,    0.86,    1.72,   14.04,    0.00,    0.00,   16.07,   36.05,   40.01,   16.90,  456.30
05.03.2024 08:30:00,  986.97,    5.77,  279.97,    5.77,  100.00,    9.21,    9.21,    0.00,    5.83,    9.33, 1228.33,    1.32,    2.07,   25.19,    0.00,    0.00,   15.82,   36.00,   39.12,   16.89,  456.50
05.03.2024 08:40:00,  986.97,    5.82,  280.01,    5.82,  100.00,    9.24,    9.24,    0.00,    5.84,    9.36, 1228.12,    1.71,    2.62,   34.78,    0.00,    0.00,   20.89,   47.24,   61.56,   16.86,  456.10
05.03.2024 08:50:00,  987.00,    5.93,  280.12,    5.93,  100.00,    9.31,    9.31,    0.00,    5.89,    9.43, 1227.64,    1.01,    1.72,   29.66,    0.00,    0.00,   21.67,   49.10,   55.06,   16.81,  456.30
05.03.2024 09:00:00,  987.06,    6.04,  280.23,    6.03,  100.00,    9.38,    9.38,    0.00,    5.93,    9.50, 1227.21,    0.98,    2.08,   29.69,    0.00,    0.00,   23.52,   53.84,   57.58,   16.75,  455.70
05.03.2024 09:10:00,  987.09,    6.03,  280.22,    6.03,  100.00,    9.38,    9.38,    0.00,    5.93,    9.50, 1227.26,    1.83,    2.59,   25.47,    0.00,    0.00,   23.90,   54.10,   55.66,   16.72,  453.90
05.03.2024 09:20:00,  987.09,    6.01,  280.20,    6.01,  100.00,    9.36,    9.36,    0.00,    5.92,    9.49, 1227.36,    1.30,    2.13,   29.35,    0.00,    0.00,   31.81,   71.65,   80.63,   16.68,  453.40
05.03.2024 09:30:00,  987.12,    6.09,  280.28,    6.09,  100.00,    9.42,    9.42,    0.00,    5.96,    9.54, 1227.00,    1.06,    2.07,   23.13,    0.00,    0.00,   43.24,   96.35,  106.27,   16.63,  452.80
05.03.2024 09:40:00,  987.14,    6.16,  280.35,    6.16,  100.00,    9.46,    9.46,    0.00,    5.99,    9.59, 1226.70,    0.73,    1.23,    5.11,    0.00,    0.00,   45.51,  101.92,  123.56,   16.62,  452.50
05.03.2024 09:50:00,  987.13,    6.28,  280.46,    6.28,  100.00,    9.54,    9.54,    0.00,    6.03,    9.66, 1226.16,    0.72,    1.10,   20.87,    0.00,    0.00,   64.59,  143.36,  164.12,   16.64,  452.50
05.03.2024 10:00:00,  987.15,    6.35,  280.54,    6.34,   99.90,    9.59,    9.58,    0.01,    6.06,    9.70, 1225.83,    0.67,    1.39,  258.60,    0.00,    0.00,   59.17,  130.87,  148.26,   16.71,  452.70
05.03.2024 10:10:00,  987.12,    6.45,  280.64,    6.42,   99.80,    9.65,    9.63,    0.02,    6.09,    9.76, 1225.34,    1.07,    1.55,  215.00,    0.00,    0.00,   63.10,  138.03,  149.38,   16.82,  453.90
05.03.2024 10:20:00,  987.12,    6.53,  280.72,    6.44,   99.40,    9.71,    9.65,    0.06,    6.10,    9.78, 1224.98,    0.84,    1.46,  219.40,    0.00,    0.00,   63.74,  138.63,  151.38,   16.97,  453.10
05.03.2024 10:30:00,  987.14,    6.64,  280.82,    6.45,   98.70,    9.78,    9.65,    0.13,    6.10,    9.78, 1224.55,    0.87,    1.32,  200.60,    0.00,    0.00,   71.15,  154.17,  156.89,   17.15,  452.80
05.03.2024 10:40:00,  987.22,    6.66,  280.84,    6.37,   98.00,    9.80,    9.60,    0.20,    6.07,    9.72, 1224.56,    1.04,    1.45,  221.40,    0.00,    0.00,   64.12,  140.80,  151.60,   17.33,  452.10
05.03.2024 10:50:00,  987.25,    6.76,  280.94,    6.47,   98.00,    9.87,    9.67,    0.20,    6.11,    9.79, 1224.11,    0.75,    1.51,  195.30,    0.00,    0.00,   80.57,  175.32,  198.34,   17.51,  453.40
05.03.2024 11:00:00,  987.32,    6.91,  281.09,    6.52,   97.30,    9.97,    9.70,    0.27,    6.13,    9.82, 1223.53,    1.28,    1.82,  153.30,    0.00,    0.00,   69.57,  154.05,  193.55,   17.69,  454.80
05.03.2024 11:10:00,  987.37,    6.96,  281.13,    6.56,   97.30,   10.00,    9.73,    0.27,    6.15,    9.85, 1223.40,    1.18,    1.86,  132.00,    0.00,    0.00,   56.45,  129.20,  140.92,   17.88,  455.40
05.03.2024 11:20:00,  987.41,    6.84,  281.00,    6.44,   97.30,    9.91,    9.65,    0.27,    6.10,    9.77, 1224.01,    1.36,    1.79,   79.20,    0.00,    0.00,   42.43,   99.87,  128.19,   18.04,  454.90
05.03.2024 11:30:00,  987.49,    6.70,  280.86,    6.41,   98.00,    9.82,    9.63,    0.20,    6.09,    9.75, 1224.71,    1.06,    1.52,   88.10,    0.00,  250.00,   31.42,   76.61,   80.66,   18.13,  454.60
05.03.2024 11:40:00,  987.56,    6.76,  280.91,    6.48,   98.10,    9.86,    9.67,    0.19,    6.12,    9.80, 1224.52,    0.71,    1.05,   79.95,    0.00,  600.00,   30.59,   75.70,   81.03,   18.12,  455.30
05.03.2024 11:50:00,  987.63,    6.79,  280.94,    6.59,   98.60,    9.89,    9.75,    0.14,    6.16,    9.87, 1224.42,    0.77,    1.28,  120.00,    0.00,  340.00,   25.97,   64.99,   73.29,   18.08,  456.30
05.03.2024 12:00:00,  987.64,    6.84,  280.98,    6.66,   98.80,    9.91,    9.80,    0.12,    6.19,    9.92, 1224.23,    0.95,    1.37,  156.50,    0.00,    0.00,   22.00,   55.45,   58.59,   18.03,  455.90
05.03.2024 12:10:00,  987.62,    6.81,  280.96,    6.65,   98.90,    9.90,    9.79,    0.11,    6.19,    9.91, 1224.32,    0.58,    1.08,  146.20,    0.00,  280.00,   33.95,   82.04,  101.12,   18.02,  456.50
05.03.2024 12:20:00,  987.59,    6.96,  281.12,    6.82,   99.00,   10.00,    9.90,    0.10,    6.26,   10.03, 1223.55,    0.51,    0.92,  287.80,    0.20,  350.00,   38.25,   91.07,  107.83,   18.05,  458.50
05.03.2024 12:30:00,  987.57,    6.87,  281.02,    6.71,   98.90,    9.94,    9.83,    0.11,    6.21,    9.95, 1223.98,    0.63,    1.23,   16.75,    0.10,  490.00,   63.35,  149.73,  175.73,   18.09,  455.90
05.03.2024 12:40:00,  987.53,    6.83,  280.99,    6.75,   99.40,    9.91,    9.85,    0.06,    6.23,    9.98, 1224.07,    0.66,    1.00,   28.24,    0.30,  600.00,   59.85,  140.77,  162.20,   18.13,  456.00
05.03.2024 12:50:00,  987.53,    6.79,  280.95,    6.74,   99.60,    9.89,    9.85,    0.04,    6.23,    9.97, 1224.24,    0.58,    0.89,   19.59,    0.20,  600.00,   64.70,  151.41,  193.40,   18.13,  456.40
05.03.2024 13:00:00,  987.53,    6.81,  280.96,    6.76,   99.70,    9.89,    9.86,    0.03,    6.24,    9.99, 1224.19,    0.64,    1.02,   29.62,    0.10,  600.00,   68.51,  156.80,  199.85,   18.09,  457.20
05.03.2024 13:10:00,  987.56,    6.98,  281.13,    6.98,  100.00,   10.01,   10.01,    0.00,    6.33,   10.14, 1223.39,    0.31,    0.82,  266.50,    0.10,  560.00,   37.96,   87.14,   96.71,   18.06,  460.20
05.03.2024 13:20:00,  987.54,    7.13,  281.28,    6.95,   98.80,   10.11,    9.99,    0.12,    6.32,   10.12, 1222.74,    0.66,    1.58,   69.97,    0.00,  210.00,   49.83,  112.19,  121.34,   18.04,  459.20
05.03.2024 13:30:00,  987.52,    6.90,  281.06,    6.84,   99.60,    9.96,    9.92,    0.04,    6.27,   10.04, 1223.73,    1.20,    1.65,   44.08,    0.00,    0.00,   64.52,  142.88,  151.48,   18.04,  457.60
05.03.2024 13:40:00,  987.52,    7.00,  281.16,    6.91,   99.40,   10.03,    9.97,    0.06,    6.30,   10.09, 1223.27,    1.15,    1.91,   62.84,    0.00,    0.00,   67.35,  148.44,  152.60,   18.01,  456.60
05.03.2024 13:50:00,  987.51,    7.08,  281.24,    6.97,   99.20,   10.08,   10.00,    0.08,    6.33,   10.13, 1222.88,    0.79,    1.85,   60.06,    0.00,    0.00,   76.52,  166.41,  183.49,   17.98,  457.30
05.03.2024 14:00:00,  987.53,    7.11,  281.27,    6.96,   99.00,   10.10,   10.00,    0.10,    6.32,   10.13, 1222.80,    1.50,    2.85,   51.85,    0.00,    0.00,   67.34,  147.40,  181.75,   17.97,  455.10
05.03.2024 14:10:00,  987.55,    7.02,  281.17,    6.76,   98.20,   10.04,    9.86,    0.18,    6.23,    9.98, 1223.28,    2.22,    2.70,   46.33,    0.00,    0.00,   36.82,   83.55,  104.38,   17.96,  453.40
05.03.2024 14:20:00,  987.62,    6.95,  281.09,    6.75,   98.70,    9.99,    9.86,    0.13,    6.23,    9.98, 1223.69,    1.95,    2.54,   38.53,    0.00,    0.00,   33.08,   75.93,   79.24,   17.88,  454.80
05.03.2024 14:30:00,  987.62,    6.95,  281.10,    6.91,   99.70,   10.00,    9.97,    0.03,    6.30,   10.09, 1223.61,    1.68,    2.16,   30.34,    0.00,    0.00,   30.75,   70.90,   78.22,   17.77,  456.00
05.03.2024 14:40:00,  987.65,    6.97,  281.12,    6.94,   99.80,   10.01,    9.99,    0.02,    6.31,   10.11, 1223.54,    1.56,    2.61,   29.22,    0.00,    0.00,   37.45,   85.54,   90.23,   17.67,  455.50
05.03.2024 14:50:00,  987.68,    7.02,  281.16,    6.96,   99.60,   10.04,   10.00,    0.04,    6.32,   10.12, 1223.39,    2.71,    3.94,   41.91,    0.00,    0.00,   31.59,   73.18,   79.50,   17.58,  455.10
05.03.2024 15:00:00,  987.74,    6.87,  281.01,    6.86,   99.90,    9.94,    9.93,    0.01,    6.28,   10.05, 1224.12,    3.13,    4.27,   29.69,    0.00,    0.00,   23.33,   55.38,   58.43,   17.46,  451.40
05.03.2024 15:10:00,  987.78,    6.75,  280.89,    6.75,  100.00,    9.86,    9.86,    0.00,    6.23,    9.98, 1224.73,    2.93,    3.75,   32.23,    0.00,    0.00,   19.34,   46.00,   54.36,   17.29,  449.50
05.03.2024 15:20:00,  987.83,    6.64,  280.77,    6.64,  100.00,    9.78,    9.78,    0.00,    6.18,    9.90, 1225.32,    2.95,    4.34,   38.75,    0.00,    0.00,   17.64,   42.08,   44.51,   17.08,  448.00
05.03.2024 15:30:00,  987.79,    6.50,  280.64,    6.50,  100.00,    9.69,    9.69,    0.00,    6.12,    9.81, 1225.91,    3.80,    4.88,   40.65,    0.00,    0.00,   23.68,   54.65,   58.43,   16.88,  446.40
05.03.2024 15:40:00,  987.89,    6.40,  280.52,    6.40,  100.00,    9.62,    9.62,    0.00,    6.08,    9.74, 1226.54,    3.21,    5.19,   53.59,    0.00,    0.00,   21.83,   50.49,   57.03,   16.66,  444.50
05.03.2024 15:50:00,  987.99,    6.37,  280.49,    6.37,  100.00,    9.60,    9.60,    0.00,    6.07,    9.72, 1226.79,    3.17,    4.23,   44.68,    0.00,    0.00,   17.62,   40.81,   42.50,   16.44,  444.70
05.03.2024 16:00:00,  988.07,    6.17,  280.28,    6.17,  100.00,    9.47,    9.47,    0.00,    5.98,    9.59, 1227.82,    3.42,    4.41,   41.95,    0.00,    0.00,   19.18,   44.41,   49.41,   16.26,  441.70
05.03.2024 16:10:00,  988.12,    6.05,  280.15,    6.05,  100.00,    9.39,    9.39,    0.00,    5.93,    9.50, 1228.47,    2.40,    4.16,   44.57,    0.00,    0.00,   18.81,   43.77,   49.77,   16.07,  440.90
05.03.2024 16:20:00,  988.14,    5.94,  280.04,    5.94,  100.00,    9.32,    9.32,    0.00,    5.89,    9.43, 1229.01,    3.68,    5.12,   45.96,    0.00,  600.00,   23.31,   52.90,   64.14,   15.91,  439.70
05.03.2024 16:30:00,  988.24,    5.79,  279.89,    5.79,  100.00,    9.22,    9.22,    0.00,    5.83,    9.33, 1229.83,    3.69,    4.90,   48.36,    0.10,  600.00,   18.66,   42.28,   50.06,   15.72,  439.30
05.03.2024 16:40:00,  988.31,    5.73,  279.82,    5.73,  100.00,    9.19,    9.19,    0.00,    5.80,    9.30, 1230.18,    3.38,    4.69,   40.64,    0.00,  310.00,   13.40,   30.61,   35.57,   15.50,  439.40
05.03.2024 16:50:00,  988.38,    5.61,  279.70,    5.61,  100.00,    9.11,    9.11,    0.00,    5.75,    9.22, 1230.84,    3.52,    5.02,   37.73,    0.00,   80.00,   11.46,   26.19,   34.59,   15.29,  438.40
05.03.2024 17:00:00,  988.53,    5.55,  279.62,    5.55,  100.00,    9.07,    9.07,    0.00,    5.73,    9.18, 1231.32,    3.57,    6.14,   37.38,    0.00,    0.00,    8.63,   20.26,   22.63,   15.07,  437.70
05.03.2024 17:10:00,  988.66,    5.56,  279.62,    5.54,   99.90,    9.07,    9.07,    0.01,    5.72,    9.17, 1231.46,    2.95,    4.47,   47.21,    0.00,    0.00,    7.22,   16.96,   18.66,   14.87,  437.90
05.03.2024 17:20:00,  988.80,    5.57,  279.62,    5.53,   99.70,    9.08,    9.06,    0.03,    5.72,    9.16, 1231.58,    1.93,    3.07,   49.33,    0.00,    0.00,    3.14,    8.60,   12.82,   14.71,  437.80
05.03.2024 17:30:00,  988.93,    5.58,  279.61,    5.46,   99.20,    9.09,    9.01,    0.07,    5.69,    9.12, 1231.74,    1.58,    3.85,   49.30,    0.00,    0.00,    1.24,    4.51,    5.69,   14.63,  437.50
05.03.2024 17:40:00,  989.08,    5.56,  279.59,    5.38,   98.70,    9.08,    8.96,    0.12,    5.65,    9.06, 1232.01,    2.69,    4.19,   52.54,    0.00,  180.00,    0.33,    2.62,    3.63,   14.62,  437.20
05.03.2024 17:50:00,  989.22,    5.55,  279.56,    5.29,   98.20,    9.07,    8.91,    0.16,    5.62,    9.00, 1232.27,    2.77,    4.50,   56.37,    0.00,  300.00,    0.00,    1.73,    1.93,   14.61,  437.00
05.03.2024 18:00:00,  989.29,    5.49,  279.50,    5.27,   98.50,    9.03,    8.90,    0.14,    5.61,    8.99, 1232.64,    2.80,    4.19,   53.30,    0.10,  600.00,    0.00,    1.03,    1.37,   14.58,  437.70
05.03.2024 18:10:00,  989.38,    5.36,  279.36,    5.22,   99.00,    8.95,    8.86,    0.09,    5.59,    8.96, 1233.31,    2.51,    3.94,   48.07,    0.00,  350.00,    0.00,    0.00,    0.00,   14.52,  437.90
05.03.2024 18:20:00,  989.45,    5.31,  279.31,    5.24,   99.50,    8.92,    8.88,    0.04,    5.60,    8.97, 1233.63,    2.24,    3.87,   41.21,    0.00,    0.00,    0.00,    0.00,    0.00,   14.45,  439.40
05.03.2024 18:30:00,  989.50,    5.28,  279.28,    5.17,   99.20,    8.90,    8.83,    0.07,    5.57,    8.93, 1233.83,    2.78,    4.63,   41.59,    0.00,  180.00,    0.00,    0.00,    0.00,   14.39,  438.40
05.03.2024 18:40:00,  989.56,    5.23,  279.21,    5.05,   98.80,    8.87,    8.76,    0.11,    5.53,    8.85, 1234.20,    3.01,    4.53,   40.07,    0.00,  600.00,    0.00,    0.00,    0.00,   14.33,  437.50
05.03.2024 18:50:00,  989.67,    5.16,  279.14,    5.09,   99.50,    8.83,    8.78,    0.04,    5.54,    8.88, 1234.60,    3.47,    4.58,   38.14,    0.10,   50.00,    0.00,    0.00,    0.00,   14.24,  438.80
05.03.2024 19:00:00,  989.82,    5.09,  279.06,    5.09,  100.00,    8.78,    8.78,    0.00,    5.54,    8.87, 1235.11,    2.27,    4.38,   31.23,    0.00,    0.00,    0.00,    0.00,    0.00,   14.14,  440.10
05.03.2024 19:10:00,  989.98,    5.09,  279.04,    5.08,   99.90,    8.78,    8.78,    0.01,    5.53,    8.86, 1235.31,    1.88,    2.93,   43.44,    0.00,    0.00,    0.00,    0.00,    0.00,   14.06,  441.00
05.03.2024 19:20:00,  990.05,    5.01,  278.96,    4.86,   98.90,    8.74,    8.64,    0.10,    5.45,    8.73, 1235.80,    2.33,    3.41,   47.55,    0.00,    0.00,    0.00,    0.00,    0.00,   14.04,  439.40
05.03.2024 19:30:00,  990.07,    4.91,  278.85,    4.69,   98.50,    8.67,    8.54,    0.13,    5.38,    8.63, 1236.35,    2.70,    3.64,   41.10,    0.00,    0.00,    0.00,    0.00,    0.00,   14.06,  439.40
05.03.2024 19:40:00,  990.09,    4.83,  278.77,    4.54,   98.00,    8.62,    8.45,    0.17,    5.33,    8.53, 1236.79,    2.30,    3.29,   36.11,    0.00,    0.00,    0.00,    0.00,    0.00,   14.06,  439.40
05.03.2024 19:50:00,  990.13,    4.79,  278.73,    4.43,   97.50,    8.60,    8.39,    0.22,    5.29,    8.47, 1237.00,    2.10,    2.64,   38.95,    0.00,    0.00,    0.00,    0.00,    0.00,   14.05,  439.10
05.03.2024 20:00:00,  990.19,    4.77,  278.71,    4.25,   96.40,    8.59,    8.28,    0.31,    5.22,    8.36, 1237.23,    2.65,    4.63,   40.38,    0.00,    0.00,    0.00,    0.00,    0.00,   14.04,  437.70
05.03.2024 20:10:00,  990.20,    4.77,  278.70,    4.08,   95.30,    8.59,    8.19,    0.40,    5.16,    8.27, 1237.30,    2.28,    3.75,   46.09,    0.00,    0.00,    0.00,    0.00,    0.00,   14.03,  437.50
05.03.2024 20:20:00,  990.24,    4.75,  278.68,    4.00,   94.90,    8.57,    8.14,    0.44,    5.13,    8.22, 1237.48,    1.56,    2.42,   42.75,    0.00,    0.00,    0.00,    0.00,    0.00,   14.01,  437.40
05.03.2024 20:30:00,  990.26,    4.75,  278.68,    3.95,   94.50,    8.58,    8.11,    0.47,    5.11,    8.19, 1237.48,    1.37,    2.10,   38.47,    0.00,    0.00,    0.00,    0.00,    0.00,   14.01,  437.60
05.03.2024 20:40:00,  990.30,    4.72,  278.64,    3.69,   93.00,    8.56,    7.96,    0.60,    5.01,    8.04, 1237.76,    1.96,    2.96,   54.37,    0.00,    0.00,    0.00,    0.00,    0.00,   14.06,  435.80
05.03.2024 20:50:00,  990.34,    4.74,  278.66,    3.70,   92.90,    8.57,    7.96,    0.61,    5.02,    8.04, 1237.70,    1.36,    2.48,   57.82,    0.00,    0.00,    0.00,    0.00,    0.00,   14.09,  436.50
05.03.2024 21:00:00,  990.35,    4.75,  278.67,    3.83,   93.70,    8.58,    8.04,    0.54,    5.06,    8.12, 1237.64,    0.57,    1.12,   21.22,    0.00,    0.00,    0.00,    0.00,    0.00,   14.13,  438.40
05.03.2024 21:10:00,  990.36,    4.73,  278.65,    3.61,   92.40,    8.57,    7.92,    0.65,    4.99,    7.99, 1237.79,    0.82,    1.61,   32.07,    0.00,    0.00,    0.00,    0.00,    0.00,   14.20,  436.60
05.03.2024 21:20:00,  990.42,    4.70,  278.62,    3.55,   92.20,    8.55,    7.88,    0.67,    4.96,    7.96, 1238.02,    0.81,    1.28,    1.84,    0.00,    0.00,    0.00,    0.00,    0.00,   14.30,  436.10
05.03.2024 21:30:00,  990.42,    4.72,  278.63,    3.50,   91.80,    8.56,    7.86,    0.70,    4.95,    7.93, 1237.96,    1.01,    1.35,   22.44,    0.00,    0.00,    0.00,    0.00,    0.00,   14.39,  436.50
05.03.2024 21:40:00,  990.47,    4.75,  278.66,    3.47,   91.40,    8.58,    7.84,    0.74,    4.94,    7.91, 1237.90,    1.05,    1.85,   30.51,    0.00,    0.00,    0.00,    0.00,    0.00,   14.48,  435.70
05.03.2024 21:50:00,  990.48,    4.76,  278.67,    3.43,   91.10,    8.58,    7.82,    0.76,    4.92,    7.89, 1237.88,    1.21,    1.73,   23.06,    0.00,    0.00,    0.00,    0.00,    0.00,   14.55,  435.60
05.03.2024 22:00:00,  990.52,    4.80,  278.70,    3.38,   90.50,    8.60,    7.79,    0.82,    4.90,    7.86, 1237.77,    1.03,    1.83,   12.53,    0.00,    0.00,    0.00,    0.00,    0.00,   14.61,  435.60
05.03.2024 22:10:00,  990.56,    4.83,  278.74,    3.34,   90.00,    8.63,    7.77,    0.86,    4.89,    7.84, 1237.66,    1.24,    1.72,   32.74,    0.00,    0.00,    0.00,    0.00,    0.00,   14.66,  435.90
05.03.2024 22:20:00,  990.60,    4.84,  278.74,    3.42,   90.50,    8.63,    7.81,    0.82,    4.92,    7.89, 1237.67,    1.66,    2.21,   28.37,    0.00,    0.00,    0.00,    0.00,    0.00,   14.69,  437.50
05.03.2024 22:30:00,  990.65,    4.81,  278.70,    3.36,   90.30,    8.61,    7.78,    0.84,    4.90,    7.85, 1237.89,    1.63,    2.32,   33.25,    0.00,    0.00,    0.00,    0.00,    0.00,   14.70,  437.30
05.03.2024 22:40:00,  990.77,    4.77,  278.66,    3.34,   90.40,    8.59,    7.76,    0.82,    4.89,    7.84, 1238.21,    1.75,    2.51,   31.30,    0.00,    0.00,    0.00,    0.00,    0.00,   14.69,  437.50
05.03.2024 22:50:00,  990.87,    4.80,  278.68,    3.31,   90.00,    8.61,    7.75,    0.86,    4.88,    7.82, 1238.21,    1.32,    1.86,   32.28,    0.00,    0.00,    0.00,    0.00,    0.00,   14.66,  437.80
05.03.2024 23:00:00,  990.89,    4.83,  278.70,    3.32,   89.90,    8.62,    7.75,    0.87,    4.88,    7.82, 1238.11,    1.08,    1.51,   32.41,    0.00,    0.00,    0.00,    0.00,    0.00,   14.66,  438.30
05.03.2024 23:10:00,  990.94,    4.83,  278.70,    3.35,   90.10,    8.62,    7.77,    0.85,    4.89,    7.84, 1238.16,    1.24,    1.92,   36.24,    0.00,    0.00,    0.00,    0.00,    0.00,   14.67,  439.00
05.03.2024 23:20:00,  991.05,    4.84,  278.70,    3.28,   89.60,    8.63,    7.73,    0.90,    4.87,    7.80, 1238.29,    1.31,    1.94,   40.83,    0.00,    0.00,    0.00,    0.00,    0.00,   14.69,  438.70
05.03.2024 23:30:00,  991.11,    4.87,  278.73,    3.41,   90.20,    8.65,    7.80,    0.85,    4.91,    7.87, 1238.16,    1.01,    1.69,   46.17,    0.00,    0.00,    0.00,    0.00,    0.00,   14.72,  439.90
05.03.2024 23:40:00,  991.20,    4.82,  278.67,    3.48,   91.00,    8.62,    7.84,    0.78,    4.94,    7.91, 1238.51,    1.12,    2.78,   46.71,    0.00,    0.00,    0.00,    0.00,    0.00,   14.76,  441.70
05.03.2024 23:50:00,  991.22,    4.72,  278.57,    3.38,   91.00,    8.56,    7.79,    0.77,    4.90,    7.86, 1238.99,    2.49,    3.10,   41.31,    0.00,    0.00,    0.00,    0.00,    0.00,   14.79,  441.50
06.03.2024 00:00:00,  991.28,    4.61,  278.46,    3.43,   92.00,    8.49,    7.81,    0.68,    4.92,    7.88, 1239.53,    1.89,    2.87,   34.26,    0.00,    0.00,    0.00,    0.00,    0.00,   14.77,  441.40
06.03.2024 00:10:00,  991.39,    4.61,  278.45,    3.44,   92.10,    8.49,    7.82,    0.67,    4.92,    7.89, 1239.67,    1.55,    2.62,   43.05,    0.00,    0.00,    0.00,    0.00,    0.00,   14.70,  442.10
06.03.2024 00:20:00,  991.42,    4.60,  278.44,    3.41,   91.90,    8.49,    7.80,    0.69,    4.91,    7.87, 1239.75,    1.35,    1.81,   36.01,    0.00,    0.00,    0.00,    0.00,    0.00,   14.64,  441.80
06.03.2024 00:30:00,  991.41,    4.60,  278.44,    3.42,   92.00,    8.49,    7.81,    0.68,    4.92,    7.88, 1239.73,    1.47,    1.97,   39.43,    0.00,    0.00,    0.00,    0.00,    0.00,   14.60,  442.00
06.03.2024 00:40:00,  991.42,    4.56,  278.40,    3.39,   92.10,    8.46,    7.80,    0.67,    4.91,    7.86, 1239.94,    1.60,    2.33,   40.70,    0.00,    0.00,    0.00,    0.00,    0.00,   14.58,  442.20
06.03.2024 00:50:00,  991.45,    4.57,  278.40,    3.40,   92.10,    8.47,    7.80,    0.67,    4.91,    7.87, 1239.94,    1.24,    2.00,   35.28,    0.00,    0.00,    0.00,    0.00,    0.00,   14.57,  442.80
06.03.2024 01:00:00,  991.53,    4.55,  278.38,    3.44,   92.50,    8.46,    7.82,    0.63,    4.92,    7.89, 1240.11,    1.23,    1.75,   36.96,    0.00,    0.00,    0.00,    0.00,    0.00,   14.56,  443.80
06.03.2024 01:10:00,  991.57,    4.55,  278.37,    3.44,   92.50,    8.46,    7.82,    0.63,    4.92,    7.89, 1240.17,    1.45,    2.05,   42.20,    0.00,    0.00,    0.00,    0.00,    0.00,   14.56,  444.20
06.03.2024 01:20:00,  991.62,    4.53,  278.35,    3.45,   92.70,    8.45,    7.83,    0.62,    4.93,    7.90, 1240.32,    1.82,    2.58,   43.72,    0.00,    0.00,    0.00,    0.00,    0.00,   14.56,  444.80
06.03.2024 01:30:00,  991.63,    4.50,  278.32,    3.47,   93.00,    8.43,    7.84,    0.59,    4.93,    7.90, 1240.46,    1.85,    2.71,   41.24,    0.00,    0.00,    0.00,    0.00,    0.00,   14.54,  445.40
06.03.2024 01:40:00,  991.72,    4.43,  278.24,    3.38,   92.90,    8.38,    7.79,    0.60,    4.90,    7.85, 1240.93,    1.76,    2.51,   32.55,    0.00,    0.00,    0.00,    0.00,    0.00,   14.50,  445.20
06.03.2024 01:50:00,  991.86,    4.41,  278.20,    3.42,   93.30,    8.37,    7.81,    0.56,    4.91,    7.88, 1241.18,    1.18,    1.75,   37.63,    0.00,    0.00,    0.00,    0.00,    0.00,   14.44,  445.60
06.03.2024 02:00:00,  991.99,    4.40,  278.19,    3.43,   93.40,    8.37,    7.82,    0.55,    4.92,    7.88, 1241.36,    1.19,    1.69,   33.80,    0.00,    0.00,    0.00,    0.00,    0.00,   14.40,  446.00
06.03.2024 02:10:00,  992.08,    4.38,  278.16,    3.43,   93.50,    8.36,    7.82,    0.54,    4.92,    7.88, 1241.56,    1.42,    1.80,   40.21,    0.00,    0.00,    0.00,    0.00,    0.00,   14.39,  446.20
