"Date Time","p (mbar)","T (degC)","Tpot (K)","Tdew (degC)","rh (%)","VPmax (mbar)","VPact (mbar)","VPdef (mbar)","sh (g/kg)","H2OC (mmol/mol)","rho (g/m**3)","wv (m/s)","max. wv (m/s)","wd (deg)","rain (mm)","raining (s)","SWDR (W/m²)","PAR (µmol/m²/s)","max. PAR (µmol/m²/s)","Tlog (degC)","CO2 (ppm)"
01.01.2024 00:10:00,  979.65,    7.63,  282.43,    2.83,   71.53,   10.47,    7.49,    2.98,    4.77,    7.64, 1211.93,    3.37,    5.04,  209.00,    0.00,    0.00,    0.00,    0.00,    0.00,   15.38,  428.80
01.01.2024 00:20:00,  979.56,    7.63,  282.45,    2.76,   71.18,   10.47,    7.45,    3.02,    4.75,    7.61, 1211.82,    2.63,    4.50,  204.50,    0.00,    0.00,    0.00,    0.00,    0.00,   15.42,  428.10
01.01.2024 00:30:00,  979.51,    7.56,  282.37,    2.66,   71.00,   10.42,    7.40,    3.02,    4.71,    7.55, 1212.11,    3.48,    6.96,  208.10,    0.00,    0.00,    0.00,    0.00,    0.00,   15.47,  428.30
01.01.2024 00:40:00,  979.43,    7.51,  282.33,    2.59,   70.91,   10.38,    7.36,    3.02,    4.69,    7.52, 1212.25,    3.73,    5.13,  201.80,    0.00,    0.00,    0.00,    0.00,    0.00,   15.52,  427.80
01.01.2024 00:50:00,  979.35,    7.42,  282.25,    2.51,   70.93,   10.32,    7.32,    3.00,    4.66,    7.47, 1212.56,    3.06,    4.21,  198.60,    0.00,    0.00,    0.00,    0.00,    0.00,   15.53,  428.00
01.01.2024 01:00:00,  979.34,    7.20,  282.03,    2.46,   71.76,   10.17,    7.30,    2.87,    4.65,    7.45, 1213.48,    3.59,    7.01,  208.00,    0.00,    0.00,    0.00,    0.00,    0.00,   15.51,  428.10
01.01.2024 01:10:00,  979.25,    7.12,  281.95,    2.42,   71.97,   10.11,    7.27,    2.83,    4.63,    7.43, 1213.75,    3.70,    5.89,  205.10,    0.00,    0.00,    0.00,    0.00,    0.00,   15.45,  427.90
01.01.2024 01:20:00,  979.21,    7.08,  281.92,    2.35,   71.79,   10.08,    7.24,    2.84,    4.61,    7.39, 1213.89,    2.45,    3.48,  191.30,    0.00,    0.00,    0.00,    0.00,    0.00,   15.36,  428.20
01.01.2024 01:30:00,  979.30,    7.01,  281.84,    2.31,   71.92,   10.03,    7.22,    2.82,    4.60,    7.37, 1214.32,    3.03,    5.11,  200.20,    0.00,    0.00,    0.00,    0.00,    0.00,   15.29,  427.90
01.01.2024 01:40:00,  979.43,    6.84,  281.66,    2.31,   72.78,    9.92,    7.22,    2.70,    4.60,    7.37, 1215.21,    2.78,    4.22,  203.80,    0.00,    0.00,    0.00,    0.00,    0.00,   15.23,  428.30
01.01.2024 01:50:00,  979.42,    6.67,  281.49,    2.41,   74.14,    9.80,    7.27,    2.53,    4.63,    7.42, 1215.91,    3.71,    5.54,  214.00,    0.00,    0.00,    0.00,    0.00,    0.00,   15.18,  428.20
01.01.2024 02:00:00,  979.46,    6.53,  281.35,    2.52,   75.42,    9.71,    7.32,    2.39,    4.66,    7.48, 1216.52,    4.48,    6.29,  211.90,    0.00,    0.00,    0.00,    0.00,    0.00,   15.11,  428.50
01.01.2024 02:10:00,  979.36,    6.49,  281.32,    2.51,   75.60,    9.68,    7.32,    2.36,    4.66,    7.47, 1216.57,    4.79,    6.05,  194.30,    0.00,    0.00,    0.00,    0.00,    0.00,   15.02,  428.70
01.01.2024 02:20:00,  979.19,    6.44,  281.27,    2.52,   75.94,    9.64,    7.32,    2.32,    4.67,    7.48, 1216.61,    4.90,    7.15,  189.80,    0.00,    0.00,    0.00,    0.00,    0.00,   14.91,  428.70
01.01.2024 02:30:00,  979.16,    6.42,  281.25,    2.58,   76.37,    9.63,    7.36,    2.28,    4.69,    7.51, 1216.65,    4.60,    6.78,  198.10,    0.00,    0.00,    0.00,    0.00,    0.00,   14.80,  428.70
01.01.2024 02:40:00,  979.26,    6.47,  281.30,    2.66,   76.52,    9.67,    7.40,    2.27,    4.71,    7.55, 1216.51,    5.05,    8.86,  203.60,    0.00,    0.00,    0.00,    0.00,    0.00,   14.69,  428.50
01.01.2024 02:50:00,  979.23,    6.54,  281.37,    2.75,   76.68,    9.71,    7.45,    2.26,    4.74,    7.60, 1216.17,    6.69,    9.20,  205.40,    0.00,    0.00,    0.00,    0.00,    0.00,   14.59,  428.20
01.01.2024 03:00:00,  979.27,    6.59,  281.42,    2.84,   76.90,    9.75,    7.50,    2.25,    4.78,    7.66, 1215.96,    6.15,    7.94,  213.40,    0.00,    0.00,    0.00,    0.00,    0.00,   14.48,  427.80
01.01.2024 03:10:00,  979.32,    6.64,  281.47,    2.90,   76.98,    9.78,    7.53,    2.25,    4.80,    7.69, 1215.80,    6.30,    9.06,  212.30,    0.00,    0.00,    0.00,    0.00,    0.00,   14.37,  427.80
01.01.2024 03:20:00,  979.26,    6.80,  281.63,    2.93,   76.31,    9.89,    7.55,    2.34,    4.81,    7.71, 1215.03,    6.35,    8.55,  209.10,    0.00,    0.00,    0.00,    0.00,    0.00,   14.30,  427.80
01.01.2024 03:30:00,  979.27,    6.87,  281.70,    2.94,   75.97,    9.94,    7.55,    2.39,    4.81,    7.71, 1214.73,    5.78,    7.64,  211.50,    0.00,    0.00,    0.00,    0.00,    0.00,   14.26,  427.80
01.01.2024 03:40:00,  979.29,    6.89,  281.73,    2.89,   75.56,    9.95,    7.52,    2.43,    4.79,    7.68, 1214.65,    5.67,    8.80,  219.70,    0.00,    0.00,    0.00,    0.00,    0.00,   14.24,  427.80
01.01.2024 03:50:00,  979.45,    6.92,  281.73,    2.87,   75.35,    9.97,    7.51,    2.46,    4.78,    7.67, 1214.76,    5.17,    8.14,  214.60,    0.00,    0.00,    0.00,    0.00,    0.00,   14.23,  428.10
01.01.2024 04:00:00,  979.37,    6.85,  281.67,    2.86,   75.65,    9.92,    7.51,    2.42,    4.78,    7.66, 1214.97,    5.53,    7.64,  215.20,    0.00,    0.00,    0.00,    0.00,    0.00,   14.23,  428.20
01.01.2024 04:10:00,  979.45,    6.82,  281.64,    2.90,   76.00,    9.91,    7.53,    2.38,    4.80,    7.69, 1215.15,    5.29,    8.27,  214.30,    0.00,    0.00,    0.00,    0.00,    0.00,   14.24,  428.30
01.01.2024 04:20:00,  979.41,    6.70,  281.52,    2.99,   77.13,    9.82,    7.58,    2.25,    4.83,    7.74, 1215.61,    4.98,    7.04,  212.30,    0.00,    0.00,    0.00,    0.00,    0.00,   14.25,  428.30
01.01.2024 04:30:00,  979.34,    6.67,  281.50,    3.08,   77.78,    9.80,    7.63,    2.18,    4.86,    7.79, 1215.62,    5.53,    8.64,  209.80,    0.00,    0.00,    0.00,    0.00,    0.00,   14.25,  428.30
01.01.2024 04:40:00,  979.34,    6.60,  281.42,    3.19,   78.80,    9.75,    7.69,    2.07,    4.90,    7.85, 1215.92,    5.49,    7.69,  213.40,    0.00,    0.00,    0.00,    0.00,    0.00,   14.26,  428.50
01.01.2024 04:50:00,  979.29,    6.51,  281.34,    3.24,   79.51,    9.70,    7.71,    1.99,    4.91,    7.87, 1216.21,    5.53,    7.96,  212.90,    0.00,    0.00,    0.00,    0.00,    0.00,   14.26,  428.60
01.01.2024 05:00:00,  979.31,    6.45,  281.28,    3.24,   79.85,    9.66,    7.71,    1.95,    4.91,    7.87, 1216.50,    5.75,    7.64,  213.80,    0.00,    0.00,    0.00,    0.00,    0.00,   14.27,  428.70
01.01.2024 05:10:00,  979.25,    6.37,  281.20,    3.25,   80.40,    9.60,    7.72,    1.88,    4.92,    7.88, 1216.80,    4.59,    7.46,  213.70,    0.00,    0.00,    0.00,    0.00,    0.00,   14.26,  429.00
01.01.2024 05:20:00,  979.31,    6.24,  281.07,    3.24,   81.00,    9.52,    7.71,    1.81,    4.91,    7.87, 1217.42,    4.05,    5.77,  216.70,    0.00,    0.00,    0.00,    0.00,    0.00,   14.25,  429.30
01.01.2024 05:30:00,  979.19,    6.20,  281.03,    3.23,   81.20,    9.49,    7.70,    1.78,    4.91,    7.87, 1217.47,    6.04,    8.73,  213.70,    0.00,    0.00,    0.00,    0.00,    0.00,   14.26,  429.30
01.01.2024 05:40:00,  979.20,    6.15,  280.99,    3.25,   81.60,    9.46,    7.72,    1.74,    4.92,    7.88, 1217.66,    4.54,    7.61,  207.80,    0.00,    0.00,    0.00,    0.00,    0.00,   14.23,  429.40
01.01.2024 05:50:00,  979.10,    6.03,  280.88,    3.22,   82.10,    9.38,    7.70,    1.68,    4.91,    7.87, 1218.07,    4.93,    7.96,  208.30,    0.00,    0.00,    0.00,    0.00,    0.00,   14.20,  429.30
01.01.2024 06:00:00,  979.13,    5.97,  280.81,    3.19,   82.30,    9.34,    7.68,    1.65,    4.90,    7.85, 1218.40,    3.18,    5.26,  207.20,    0.00,    0.00,    0.00,    0.00,    0.00,   14.17,  429.50
01.01.2024 06:10:00,  979.15,    5.86,  280.69,    3.17,   82.80,    9.27,    7.67,    1.59,    4.89,    7.84, 1218.91,    3.08,    7.20,  205.40,    0.00,    0.00,    0.00,    0.00,    0.00,   14.14,  429.70
01.01.2024 06:20:00,  979.12,    5.88,  280.72,    3.12,   82.40,    9.28,    7.65,    1.63,    4.87,    7.81, 1218.81,    4.83,    7.24,  208.90,    0.00,    0.00,    0.00,    0.00,    0.00,   14.12,  429.60
01.01.2024 06:30:00,  979.11,    5.94,  280.78,    3.06,   81.70,    9.32,    7.61,    1.71,    4.85,    7.78, 1218.53,    4.91,    7.95,  214.90,    0.00,    0.00,    0.00,    0.00,    0.00,   14.08,  429.40
01.01.2024 06:40:00,  978.97,    6.09,  280.94,    3.12,   81.20,    9.41,    7.64,    1.77,    4.87,    7.81, 1217.71,    6.56,    9.40,  214.00,    0.00,    0.00,    0.00,    0.00,    0.00,   14.04,  429.10
01.01.2024 06:50:00,  979.06,    6.14,  280.99,    3.14,   81.00,    9.45,    7.65,    1.80,    4.88,    7.82, 1217.58,    6.31,    8.78,  213.70,    0.00,    0.00,    0.00,    0.00,    0.00,   13.97,  429.20
01.01.2024 07:00:00,  979.16,    6.01,  280.85,    3.12,   81.60,    9.37,    7.64,    1.72,    4.87,    7.81, 1218.26,    4.55,    6.77,  216.80,    0.00,    0.00,    0.00,    0.00,    0.00,   13.91,  429.20
01.01.2024 07:10:00,  979.16,    5.92,  280.75,    3.04,   81.70,    9.30,    7.60,    1.70,    4.84,    7.76, 1218.71,    5.02,    6.74,  219.10,    0.00,    0.00,    0.00,    0.00,    0.00,   13.86,  429.30
01.01.2024 07:20:00,  979.33,    5.86,  280.68,    2.98,   81.70,    9.27,    7.57,    1.70,    4.82,    7.73, 1219.18,    5.56,    8.56,  216.10,    0.00,    0.00,    0.00,    0.00,    0.00,   13.83,  429.20
01.01.2024 07:30:00,  979.36,    5.90,  280.72,    2.97,   81.40,    9.29,    7.56,    1.73,    4.82,    7.72, 1219.06,    6.32,    8.15,  211.60,    0.00,    0.00,    0.00,    0.00,    0.00,   13.77,  429.20
01.01.2024 07:40:00,  979.45,    5.86,  280.68,    2.90,   81.20,    9.27,    7.53,    1.74,    4.79,    7.69, 1219.33,    4.96,    7.34,  212.80,    0.00,    0.00,    0.00,    0.00,    0.00,   13.71,  429.30
01.01.2024 07:50:00,  979.45,    5.82,  280.63,    2.84,   81.10,    9.24,    7.49,    1.75,    4.77,    7.65, 1219.55,    5.08,    7.30,  211.00,    0.00,    0.00,    0.00,    0.00,    0.00,   13.66,  429.10
01.01.2024 08:00:00,  979.55,    5.79,  280.59,    2.77,   80.90,    9.22,    7.46,    1.76,    4.75,    7.61, 1219.83,    5.31,    6.97,  210.30,    0.00,    0.00,    0.00,    0.00,    1.51,   13.62,  429.30
01.01.2024 08:10:00,  979.64,    5.79,  280.58,    2.74,   80.70,    9.22,    7.44,    1.78,    4.74,    7.60, 1219.94,    5.17,    7.26,  205.00,    0.00,    0.00,    0.00,    2.94,    4.75,   13.58,  429.40
01.01.2024 08:20:00,  979.69,    5.91,  280.71,    2.76,   80.10,    9.30,    7.45,    1.85,    4.74,    7.61, 1219.45,    5.75,    8.12,  206.10,    0.00,    0.00,    1.00,    7.70,   10.86,   13.55,  428.90
01.01.2024 08:30:00,  979.87,    6.01,  280.79,    2.74,   79.48,    9.36,    7.44,    1.92,    4.74,    7.60, 1219.26,    4.62,    7.24,  214.00,    0.00,    0.00,    3.79,   14.35,   17.64,   13.52,  428.70
01.01.2024 08:40:00,  980.04,    5.95,  280.72,    2.74,   79.79,    9.33,    7.44,    1.89,    4.74,    7.59, 1219.72,    4.01,    7.32,  214.90,    0.00,    0.00,    8.44,   22.30,   26.49,   13.51,  428.80
01.01.2024 08:50:00,  980.09,    6.01,  280.77,    2.74,   79.50,    9.36,    7.44,    1.92,    4.74,    7.59, 1219.55,    5.28,    7.47,  211.40,    0.00,    0.00,   21.87,   39.79,   57.55,   13.55,  428.90
01.01.2024 09:00:00,  980.11,    6.14,  280.90,    2.75,   78.82,    9.45,    7.45,    2.00,    4.74,    7.60, 1218.98,    5.37,    8.36,  209.70,    0.00,    0.00,   62.92,   91.67,  125.26,   13.61,  428.80
01.01.2024 09:10:00,  980.11,    6.35,  281.11,    2.83,   78.13,    9.59,    7.49,    2.10,    4.77,    7.64, 1218.06,    5.25,    6.81,  208.40,    0.00,    0.00,  123.60,  178.15,  215.13,   13.71,  428.70
01.01.2024 09:20:00,  980.20,    6.58,  281.33,    2.92,   77.36,    9.74,    7.54,    2.21,    4.80,    7.69, 1217.15,    4.74,    6.58,  210.40,    0.00,    0.00,   99.02,  148.54,  198.08,   13.91,  428.50
01.01.2024 09:30:00,  980.27,    6.69,  281.44,    2.96,   77.02,    9.82,    7.56,    2.26,    4.81,    7.71, 1216.73,    5.05,    8.19,  206.20,    0.00,    0.00,   71.74,  121.00,  162.92,   14.19,  428.40
01.01.2024 09:40:00,  980.37,    6.63,  281.37,    2.99,   77.49,    9.78,    7.58,    2.20,    4.82,    7.73, 1217.10,    4.75,    6.30,  215.30,    0.00,    0.00,   29.84,   59.35,   70.08,   14.45,  428.30
01.01.2024 09:50:00,  980.38,    6.62,  281.36,    2.97,   77.43,    9.77,    7.57,    2.21,    4.81,    7.72, 1217.16,    4.78,    6.97,  211.90,    0.00,    0.00,   40.06,   81.53,   86.18,   14.63,  428.10
01.01.2024 10:00:00,  980.42,    6.66,  281.39,    2.99,   77.32,    9.79,    7.57,    2.22,    4.82,    7.72, 1217.06,    4.25,    6.53,  206.30,    0.00,    0.00,   50.63,  101.43,  111.00,   14.73,  428.40
01.01.2024 10:10:00,  980.52,    6.71,  281.44,    3.06,   77.42,    9.83,    7.61,    2.22,    4.84,    7.76, 1216.92,    3.99,    6.11,  202.70,    0.00,    0.00,   53.18,  106.92,  112.03,   14.80,  428.20
01.01.2024 10:20:00,  980.57,    6.79,  281.52,    2.97,   76.54,    9.88,    7.56,    2.32,    4.81,    7.71, 1216.67,    5.31,    8.17,  210.70,    0.00,    0.00,   59.51,  119.63,  134.88,   14.87,  427.80
01.01.2024 10:30:00,  980.52,    6.92,  281.65,    2.86,   75.25,    9.97,    7.51,    2.47,    4.77,    7.65, 1216.07,    5.58,    8.55,  211.70,    0.00,    0.00,   75.30,  148.92,  188.91,   14.91,  427.70
01.01.2024 10:40:00,  980.53,    6.99,  281.72,    2.76,   74.38,   10.02,    7.45,    2.57,    4.74,    7.60, 1215.80,    6.10,   10.40,  211.30,    0.00,    0.00,   75.21,  151.16,  157.45,   14.93,  427.50
01.01.2024 10:50:00,  980.53,    7.02,  281.75,    2.67,   73.73,   10.04,    7.40,    2.64,    4.71,    7.55, 1215.69,    5.63,    8.68,  212.60,    0.00,    0.00,   85.74,  170.64,  232.78,   14.93,  427.40
01.01.2024 11:00:00,  980.49,    7.15,  281.88,    2.50,   72.22,   10.13,    7.32,    2.81,    4.65,    7.46, 1215.14,    7.52,    9.69,  211.50,    0.00,    0.00,  192.68,  353.51,  472.59,   14.92,  427.00
01.01.2024 11:10:00,  980.44,    7.40,  282.14,    2.58,   71.40,   10.31,    7.36,    2.95,    4.68,    7.51, 1213.96,    7.20,   10.02,  212.50,    0.00,    0.00,  209.34,  383.63,  477.61,   14.91,  426.80
01.01.2024 11:20:00,  980.43,    7.44,  282.18,    2.69,   71.74,   10.34,    7.42,    2.92,    4.72,    7.56, 1213.73,    5.63,    8.96,  206.50,    0.00,    0.00,  179.23,  339.23,  392.89,   14.99,  427.00
01.01.2024 11:30:00,  980.42,    7.45,  282.19,    2.73,   71.92,   10.34,    7.44,    2.90,    4.73,    7.59, 1213.68,    7.20,   10.21,  213.60,    0.00,    0.00,  166.44,  318.72,  470.89,   15.10,  426.90
01.01.2024 11:40:00,  980.54,    7.29,  282.02,    2.86,   73.39,   10.23,    7.51,    2.72,    4.78,    7.66, 1214.49,    5.85,    8.61,  205.40,    0.00,    0.00,  112.39,  223.83,  281.50,   15.20,  427.00
01.01.2024 11:50:00,  980.58,    7.15,  281.88,    3.01,   74.85,   10.13,    7.58,    2.55,    4.83,    7.74, 1215.10,    5.79,    8.39,  209.80,    0.00,    0.00,  137.05,  267.82,  293.22,   15.25,  427.20
01.01.2024 12:00:00,  980.63,    7.08,  281.80,    3.05,   75.45,   10.08,    7.61,    2.47,    4.84,    7.76, 1215.49,    6.71,    9.28,  214.50,    0.00,    0.00,  133.11,  258.89,  300.18,   15.28,  426.90
01.01.2024 12:10:00,  980.49,    7.04,  281.77,    3.09,   75.88,   10.05,    7.63,    2.42,    4.85,    7.78, 1215.47,    7.10,    9.18,  215.10,    0.00,    0.00,  132.29,  257.25,  278.80,   15.27,  426.80
01.01.2024 12:20:00,  980.40,    7.08,  281.82,    3.12,   75.83,   10.08,    7.64,    2.44,    4.86,    7.80, 1215.18,    6.45,    9.61,  218.70,    0.00,    0.00,  159.34,  307.04,  331.80,   15.22,  426.70
01.01.2024 12:30:00,  980.45,    7.24,  281.98,    3.06,   74.69,   10.19,    7.61,    2.58,    4.84,    7.76, 1214.56,    6.41,    9.38,  216.00,    0.00,    0.00,  166.06,  319.36,  374.11,   15.18,  426.40
01.01.2024 12:40:00,  980.54,    7.37,  282.10,    3.03,   73.89,   10.28,    7.60,    2.68,    4.83,    7.75, 1214.12,    6.40,    9.12,  213.90,    0.00,    0.00,  121.47,  238.25,  277.02,   15.19,  426.40
01.01.2024 12:50:00,  980.46,    7.51,  282.25,    2.87,   72.32,   10.39,    7.51,    2.87,    4.78,    7.66, 1213.43,    7.21,   10.62,  209.20,    0.00,    0.00,  167.45,  323.57,  443.47,   15.22,  426.10
01.01.2024 13:00:00,  980.53,    7.85,  282.58,    2.68,   69.74,   10.63,    7.41,    3.22,    4.71,    7.56, 1212.12,    7.54,   11.20,  215.00,    0.00,    0.00,  169.43,  321.04,  493.78,   15.26,  425.90
01.01.2024 13:10:00,  980.49,    8.01,  282.75,    2.51,   68.12,   10.75,    7.32,    3.43,    4.66,    7.47, 1211.41,    7.71,   10.33,  220.40,    0.00,    0.00,  202.99,  375.95,  624.53,   15.32,  425.80
01.01.2024 13:20:00,  980.43,    8.15,  282.89,    2.54,   67.63,   10.85,    7.34,    3.51,    4.67,    7.48, 1210.73,    7.18,   10.17,  219.90,    0.00,    0.00,  156.20,  299.84,  344.23,   15.41,  425.80
01.01.2024 13:30:00,  980.35,    8.03,  282.78,    2.63,   68.64,   10.76,    7.39,    3.37,    4.70,    7.53, 1211.12,    5.75,   10.11,  219.00,    0.00,    0.00,  114.20,  225.26,  255.85,   15.53,  426.20
01.01.2024 13:40:00,  980.32,    7.86,  282.61,    2.77,   70.15,   10.63,    7.46,    3.17,    4.75,    7.61, 1211.79,    6.41,   10.08,  222.30,    0.00,    0.00,   92.83,  186.28,  192.10,   15.64,  426.30
01.01.2024 13:50:00,  980.43,    7.62,  282.36,    3.13,   73.10,   10.46,    7.65,    2.81,    4.87,    7.80, 1212.86,    5.06,    9.57,  215.20,    0.00,    0.00,   74.58,  152.08,  199.16,   15.70,  426.50
01.01.2024 14:00:00,  980.45,    7.44,  282.18,    3.31,   74.95,   10.34,    7.75,    2.59,    4.93,    7.90, 1213.60,    6.09,    8.64,  211.60,    0.00,    0.00,   92.25,  184.21,  197.93,   15.73,  426.60
01.01.2024 14:10:00,  980.39,    7.37,  282.11,    3.38,   75.71,   10.29,    7.79,    2.50,    4.96,    7.94, 1213.83,    6.34,    8.95,  213.10,    0.00,    0.00,   87.24,  174.47,  185.42,   15.71,  426.50
01.01.2024 14:20:00,  980.36,    7.27,  282.01,    3.34,   76.03,   10.21,    7.77,    2.45,    4.94,    7.92, 1214.25,    6.79,    9.99,  213.50,    0.00,    0.00,   66.69,  135.40,  161.07,   15.66,  426.70
01.01.2024 14:30:00,  980.37,    7.23,  281.97,    3.25,   75.77,   10.18,    7.72,    2.47,    4.91,    7.87, 1214.47,    6.80,   10.54,  215.80,    0.00,    0.00,   86.62,  169.36,  201.96,   15.59,  426.80
01.01.2024 14:40:00,  980.35,    7.26,  282.00,    3.23,   75.49,   10.21,    7.70,    2.50,    4.90,    7.86, 1214.31,    7.21,   10.34,  215.80,    0.00,    0.00,  104.80,  199.97,  211.99,   15.50,  426.60
01.01.2024 14:50:00,  980.43,    7.25,  281.99,    3.31,   75.96,   10.20,    7.75,    2.45,    4.93,    7.90, 1214.42,    6.15,    8.51,  218.30,    0.00,    0.00,   84.28,  159.91,  193.30,   15.43,  426.50
01.01.2024 15:00:00,  980.47,    7.16,  281.90,    3.33,   76.54,   10.14,    7.76,    2.38,    4.94,    7.92, 1214.84,    6.01,   10.27,  220.90,    0.00,    0.00,   65.53,  125.59,  130.49,   15.37,  426.80
01.01.2024 15:10:00,  980.66,    7.10,  281.82,    3.36,   77.01,   10.10,    7.78,    2.32,    4.95,    7.93, 1215.32,    5.74,    9.37,  219.40,    0.00,    0.00,   54.04,  103.91,  128.01,   15.33,  426.80
01.01.2024 15:20:00,  980.85,    7.13,  281.83,    3.38,   77.02,   10.11,    7.79,    2.32,    4.95,    7.94, 1215.46,    4.81,    8.31,  213.10,    0.00,    0.00,   43.16,   79.80,   95.89,   15.30,  427.10
01.01.2024 15:30:00,  980.92,    7.11,  281.81,    3.40,   77.17,   10.10,    7.80,    2.31,    4.96,    7.95, 1215.60,    5.27,    7.70,  216.50,    0.00,    0.00,   17.83,   33.76,   53.40,   15.30,  427.00
01.01.2024 15:40:00,  981.04,    7.02,  281.71,    3.51,   78.24,   10.04,    7.86,    2.19,    5.00,    8.01, 1216.11,    4.99,    7.82,  210.80,    0.00,    0.00,   19.06,   36.73,   42.56,   15.31,  427.20
01.01.2024 15:50:00,  981.15,    6.93,  281.61,    3.63,   79.44,    9.98,    7.93,    2.05,    5.04,    8.08, 1216.62,    4.39,    6.81,  211.90,    0.00,   60.00,   10.18,   21.37,   37.07,   15.31,  427.30
01.01.2024 16:00:00,  981.25,    6.76,  281.43,    3.76,   81.10,    9.86,    8.00,    1.86,    5.09,    8.15, 1217.45,    4.08,    5.36,  203.80,    0.00,  220.00,    5.88,   16.15,   17.55,   15.29,  427.50
01.01.2024 16:10:00,  981.32,    6.69,  281.36,    3.74,   81.40,    9.82,    7.99,    1.83,    5.08,    8.14, 1217.83,    3.79,    6.78,  204.80,    0.00,    0.00,    4.44,   12.72,   17.15,   15.26,  428.10
01.01.2024 16:20:00,  981.36,    6.64,  281.30,    3.74,   81.70,    9.78,    7.99,    1.79,    5.08,    8.14, 1218.11,    2.55,    4.25,  193.30,    0.00,    0.00,    0.71,    6.23,    8.85,   15.23,  428.80
01.01.2024 16:30:00,  981.41,    6.57,  281.23,    3.68,   81.70,    9.74,    7.95,    1.78,    5.06,    8.10, 1218.49,    2.86,    4.50,  198.60,    0.00,    0.00,    0.00,    2.18,    3.32,   15.24,  429.20
01.01.2024 16:40:00,  981.56,    6.51,  281.16,    3.66,   81.90,    9.70,    7.94,    1.76,    5.05,    8.09, 1218.94,    2.85,    4.72,  196.20,    0.00,    0.00,    0.00,    0.00,    1.33,   15.26,  429.80
01.01.2024 16:50:00,  981.75,    6.49,  281.12,    3.60,   81.70,    9.68,    7.91,    1.77,    5.03,    8.06, 1219.29,    2.78,    4.40,  196.10,    0.00,    0.00,    0.00,    0.00,    0.00,   15.30,  429.50
01.01.2024 17:00:00,  981.91,    6.50,  281.11,    3.64,   81.90,    9.69,    7.93,    1.75,    5.04,    8.08, 1219.43,    2.73,    4.51,  198.00,    0.00,    0.00,    0.00,    0.00,    0.00,   15.35,  429.70
01.01.2024 17:10:00,  982.06,    6.45,  281.06,    3.72,   82.60,    9.66,    7.98,    1.68,    5.07,    8.12, 1219.80,    2.58,    3.55,  209.70,    0.00,  160.00,    0.00,    0.00,    0.00,   15.38,  429.70
01.01.2024 17:20:00,  982.17,    6.32,  280.92,    3.81,   83.90,    9.57,    8.03,    1.54,    5.10,    8.18, 1220.48,    4.04,    7.05,  204.80,    0.00,    0.00,    0.00,    0.00,    0.00,   15.42,  429.80
01.01.2024 17:30:00,  982.30,    6.17,  280.75,    3.88,   85.20,    9.47,    8.07,    1.40,    5.13,    8.21, 1221.29,    2.89,    4.55,  206.20,    0.00,    0.00,    0.00,    0.00,    0.00,   15.43,  429.30
01.01.2024 17:40:00,  982.41,    6.06,  280.63,    3.81,   85.40,    9.40,    8.03,    1.37,    5.10,    8.17, 1221.92,    3.10,    4.44,  206.70,    0.00,    0.00,    0.00,    0.00,    0.00,   15.40,  429.20
01.01.2024 17:50:00,  982.47,    6.00,  280.57,    3.86,   86.10,    9.36,    8.06,    1.30,    5.12,    8.20, 1222.26,    2.85,    3.98,  203.20,    0.00,    0.00,    0.00,    0.00,    0.00,   15.37,  430.10
01.01.2024 18:00:00,  982.52,    5.94,  280.50,    3.88,   86.60,    9.32,    8.07,    1.25,    5.12,    8.21, 1222.60,    3.01,    5.81,  196.80,    0.00,    0.00,    0.00,    0.00,    0.00,   15.34,  430.30
01.01.2024 18:10:00,  982.45,    5.95,  280.52,    3.65,   85.10,    9.33,    7.94,    1.39,    5.04,    8.08, 1222.50,    3.41,    5.03,  204.30,    0.00,    0.00,    0.00,    0.00,    0.00,   15.34,  429.60
01.01.2024 18:20:00,  982.56,    5.95,  280.51,    3.48,   84.10,    9.33,    7.84,    1.48,    4.98,    7.98, 1222.68,    3.56,    5.48,  216.70,    0.00,    0.00,    0.00,    0.00,    0.00,   15.31,  429.00
01.01.2024 18:30:00,  982.76,    5.82,  280.36,    3.54,   85.20,    9.24,    7.88,    1.37,    5.00,    8.01, 1223.48,    1.55,    2.94,  241.40,    0.00,  170.00,    0.00,    0.00,    0.00,   15.25,  429.20
01.01.2024 18:40:00,  982.88,    5.79,  280.32,    3.52,   85.30,    9.22,    7.87,    1.36,    4.99,    8.00, 1223.77,    2.59,    6.64,  230.60,    0.00,  560.00,    0.00,    0.00,    0.00,   15.22,  428.50
01.01.2024 18:50:00,  982.82,    5.67,  280.20,    3.70,   87.10,    9.14,    7.96,    1.18,    5.06,    8.10, 1224.21,    1.63,    3.30,  209.60,    0.00,  210.00,    0.00,    0.00,    0.00,   15.18,  429.30
01.01.2024 19:00:00,  982.85,    5.54,  280.07,    3.68,   87.80,    9.06,    7.96,    1.11,    5.05,    8.09, 1224.81,    3.21,    5.72,  208.50,    0.10,   20.00,    0.00,    0.00,    0.00,   15.13,  429.60
01.01.2024 19:10:00,  982.94,    5.63,  280.15,    3.72,   87.50,    9.12,    7.98,    1.14,    5.07,    8.12, 1224.51,    3.22,    4.83,  212.30,    0.10,  520.00,    0.00,    0.00,    0.00,   15.06,  429.60
